,id,price,beds,baths,parking,title,address,propertyType,status,bond
6608,16064009,300.0,3,1,1,$300,"1/9 Young Street, Horsham VIC 3400",Apartment / Unit / Flat,live,1300.0
6609,16064001,580.0,4,2,2,$580 p.w.,"877 Waverley Road, Glen Waverley VIC 3150",House,live,2520.0
6610,16063992,385.0,2,2,1,$385 Per Week,"24 Hurlingham Way, Craigieburn VIC 3064",House,live,1673.0
6611,16063991,460.0,3,1,2,$460 per week,"13 Hickory Drive, Narre Warren South VIC 3805",House,recentlyUpdated,1999.0
6612,16063980,425.0,3,1,4,$425 per week,"11 Rawson Avenue, Sunshine VIC 3020",House,recentlyUpdated,1847.0
6613,16063975,510.0,3,1,1,$510,"121 Bignell Road, Bentleigh East VIC 3165",House,live,2216.0
6614,16063972,440.0,2,2,1,$440 per week,"26/15 Moore Street, Moonee Ponds VIC 3039",Apartment / Unit / Flat,live,1907.0
6615,16063967,550.0,3,2,1,$550.00,"2/248 Francis Street, Yarraville VIC 3013",Townhouse,live,2390.0
6616,9763261,550.0,2,1,1,$550.00 per week,"506/99 Palmerston Crescent, South Melbourne VIC 3205",Apartment / Unit / Flat,live,2390.0
6617,16063959,380.0,3,2,1,$380 per week,"12 Thompson Street, Beechworth VIC 3747",House,live,1520.0
6618,16063950,790.0,3,1,2,$790.00,"62 Sims Street, Sandringham VIC 3191",House,live,3433.0
6619,16063938,350.0,1,1,0,$350,"211B/399 Bourke Street, Melbourne VIC 3000",Apartment / Unit / Flat,live,1521.0
6620,15943983,350.0,3,1,2,$350,"3 Breydon Court, St Albans VIC 3021",House,live,1516.0
6621,16063934,480.0,4,2,2,$480 per week,"8 Winton Street, Charlemont VIC 3217",House,live,2086.0
6622,15030968,700.0,3,1,1,$700 per week,"169 Pilgrim Street, Seddon VIC 3011",House,live,3042.0
6623,16063931,520.0,4,2,2,$520.00,"2 Cardiff Street, Bell Post Hill VIC 3215",House,live,2260.0
6624,16063928,470.0,3,2,2,$470,"1/12 William Street, Cranbourne VIC 3977",House,live,2043.0
6625,15885544,1150.0,4,3,2,"$1,150.00","33 Landcox Street, Brighton East VIC 3187",House,live,6900.0
6626,16063920,385.0,3,2,2,$385.00 per week,"6/33 Tremain Drive, Lucas VIC 3350",House,live,1668.0
6627,16063914,950.0,4,3,2,$950 per week,"24 Orrong Crescent, Caulfield North VIC 3161",House,live,4128.0
6628,16063910,630.0,2,1,1,$630,"74 St Andrews Street, Brighton VIC 3186",House,live,2738.0
6629,16063907,485.0,2,1,1,$485.00,"110/449 Hawthorn Road, Caulfield South VIC 3162",Apartment / Unit / Flat,live,2107.0
6630,16027510,920.0,3,2,2,$920.00,"100 Union Street, Brunswick VIC 3056",House,live,4918.0
6631,16063891,320.0,2,1,1,$320.00,"3/84A Maribyrnong Rd, Moonee Ponds VIC 3039",Apartment / Unit / Flat,live,1391.0
6632,16063888,520.0,2,2,1,$520 weekly,"1/51 Browns Rd, Bentleigh East VIC 3165",Apartment / Unit / Flat,live,2260.0
6633,16063884,2500.0,3,3,2,$2500 Per Week,"5401/464 Collins Street, Melbourne VIC 3000",Apartment / Unit / Flat,live,15000.0
6634,14920812,370.0,3,1,2,$370,"8 Search Road, Diggers Rest VIC 3427",House,live,1607.0
6635,16063868,850.0,5,3,2,$850.00,"2/47 Briggs Street, Mount Waverley VIC 3149",Townhouse,live,3693.0
6636,16063831,540.0,4,2,2,$540.00 per week,"11 Greig Drive, Mernda VIC 3754",House,live,2346.0
6637,16063822,1180.0,4,3,3,$1180 per week,"16 Morrice Street, Caulfield North VIC 3161",House,recentlyUpdated,5900.0
6638,16063814,650.0,2,1,2,$650 pw/$2824 pm,"2905/35 Malcolm Street, South Yarra VIC 3141",Apartment / Unit / Flat,live,2824.0
6639,16063808,450.0,3,2,1,$450,"92 Gallantry Avenue, Craigieburn VIC 3064",House,live,1955.0
6640,16063805,375.0,3,2,2,$375,"31 Vicars Avenue, Wonthaggi VIC 3995",House,live,1629.0
6641,16063802,400.0,3,1,2,$400 pw,"40 Andrews Avenue, Reservoir VIC 3073",House,live,1738.0
6642,16063800,390.0,2,1,1,$390 per week,"2/250 Myers Street, Geelong VIC 3220",Apartment / Unit / Flat,live,1695.0
6643,16061683,550.0,2,1,1,$550 per week,"2/61 Little Oxford Street, Collingwood VIC 3066",Apartment / Unit / Flat,live,2390.0
6644,16063780,530.0,3,1,4,$530.00,"72 Balmoral Avenue, Pascoe Vale South VIC 3044",House,recentlyUpdated,2303.0
6645,14970451,595.0,5,3,2,$595,"2/17 Sarton Road, Clayton VIC 3168",Apartment / Unit / Flat,live,2585.0
6646,16063755,480.0,4,2,2,$480 per week,"9 Niseko Crescent, Pakenham VIC 3810",House,live,2086.0
6647,16063753,310.0,3,1,0,$310 pw,"14 Exford Road, Melton South VIC 3338",House,live,1347.0
6648,16063745,480.0,1,1,1,$480 weekly,"904/50 Claremont Street, South Yarra VIC 3141",Apartment / Unit / Flat,recentlyUpdated,2086.0
6649,16063742,520.0,1,1,1,$520.00 per week,"113/68 Cambridge Street, Collingwood VIC 3066",Apartment / Unit / Flat,live,2260.0
6650,15635697,440.0,2,1,1,$440 per week,"15/21 Irving Avenue, Prahran VIC 3181",Apartment / Unit / Flat,live,1911.0
6651,16063733,330.0,3,1,2,$330 pw,"59 Rosina Drive, Melton VIC 3337",House,live,1430.0
6652,16063729,400.0,3,1,3,$400pw/$1738pcm,"357 Bell Street, Bellfield VIC 3081",House,live,1738.0
6653,16063724,350.0,3,1,1,$350 pw,"2/5 Amarina Close, Meadow Heights VIC 3048",Apartment / Unit / Flat,live,1520.0
6654,16063720,300.0,2,1,1,$300.00,"5/144 Nicholson Street, Coburg VIC 3058",Apartment / Unit / Flat,recentlyUpdated,1304.0
6655,16063714,795.0,4,2,2,$795,"34 The Parkway, Patterson Lakes VIC 3197",House,live,3454.0
6656,16063699,435.0,3,1,2,$435.00,"64 Kansas Avenue, Bell Post Hill VIC 3215",House,live,1890.0
6657,16063692,445.0,3,2,2,$445 Per Week,"34 Ashford Drive, Pakenham VIC 3810",House,live,1934.0
6658,16063689,585.0,2,1,1,$585.00,"2/14 Donna Buang Street, Camberwell VIC 3124",Apartment / Unit / Flat,live,2542.0
6659,15566830,470.0,1,1,0,$470,"508s/883 Collins Street, Docklands VIC 3008",Apartment / Unit / Flat,live,2042.0
6660,16063683,360.0,1,1,0,$360 PW / $1564 PCM,"1702/8 Downie Street, Melbourne VIC 3000",Apartment / Unit / Flat,live,1564.0
6661,16063679,1500.0,2,3,2,$1500 Per Week,"113/350 St Kilda Road, Melbourne VIC 3004",Apartment / Unit / Flat,live,9000.0
6662,15074470,400.0,3,1,1,$400,"14 Mingay Close, Truganina VIC 3029",House,live,1733.0
6663,16063647,470.0,3,1,4,$470.00,"11 Bage Street, Diamond Creek VIC 3089",House,live,2042.0
6664,16063644,450.0,1,1,0,$450 pw,"4/29 Marine Parade, St Kilda VIC 3182",Apartment / Unit / Flat,live,1955.0
6665,16063643,500.0,1,1,1,$500,"403/1 Porter Street, Hawthorn East VIC 3123",Apartment / Unit / Flat,live,2173.0
6666,16063497,650.0,2,2,1,$650,"4/151 Canterbury Road, Toorak VIC 3142",Apartment / Unit / Flat,live,2817.0
6667,16063635,600.0,3,1,1,$600.00,"1/10-12 Chanak Street, Malvern East VIC 3145",House,live,2607.0
6668,16063633,370.0,2,1,1,$370.00,"2/144 Porter Road, Heidelberg Heights VIC 3081",House,live,1608.0
6669,16063627,450.0,5,2,2,$450,"6 Pascal Crescent, Kalkallo VIC 3064",House,live,1955.0
6670,16063624,390.0,2,1,1,$390pw / $1695pcm,"7/35 Murray Street, Brunswick West VIC 3055",Apartment / Unit / Flat,live,1695.0
6671,16063619,490.0,3,2,1,$490 pw,"1/17 Clarke Street, Thomastown VIC 3074",Townhouse,live,2129.0
6672,16063618,425.0,1,1,1,$425 per week,"2/4 Ralston Street, South Yarra VIC 3141",Apartment / Unit / Flat,live,1842.0
6673,16063614,290.0,1,1,1,$290 per week,"2/184 Mason Street, Newport VIC 3015",Apartment / Unit / Flat,live,1260.0
6674,16063611,390.0,4,2,2,$390 weekly,"35 Kinglake Drive, Wyndham Vale VIC 3024",House,live,1695.0
6675,16063607,400.0,1,1,0,$400 pw,"511/8 Garden Street, South Yarra VIC 3141",Apartment / Unit / Flat,live,1738.0
6676,16063604,250.0,1,1,1,$250 weekly,"6/28 Ardyne Street, Murrumbeena VIC 3163",Apartment / Unit / Flat,live,1086.0
6677,16063599,480.0,4,2,2,$480.00,"12 Wayland Road, Truganina VIC 3029",House,live,2086.0
6678,16063589,340.0,2,1,1,$340 per week,"2/9 St. Vigeons Road, Reservoir VIC 3073",Apartment / Unit / Flat,live,1477.0
6679,16063585,390.0,3,2,1,$390pw,"32a Hopetoun Street, Ballarat East VIC 3350",Townhouse,live,1690.0
6680,16063582,550.0,4,2,2,$550.00,"11. Plym Street, Bentleigh VIC 3204",House,live,2390.0
6681,15697969,350.0,3,1,1,$350,"4 Ruby Place, Werribee VIC 3030",House,live,1521.0
6682,16063569,450.0,3,2,2,*APPLICATION PENDING* $450 per week,"12 Franzi Street, Guildford VIC 3451",House,live,1955.0
6683,16063567,1100.0,3,1,1,$1100 per week,"4/67 Walsh Street, South Yarra VIC 3141",Apartment / Unit / Flat,recentlyUpdated,4767.0
6684,16063556,390.0,3,2,2,$390,"14 Lady Penryhn Avenue, Wyndham Vale VIC 3024",House,live,1695.0
6685,12079228,380.0,3,1,1,$380 Per Week,"23 Golflinks Drive, Mill Park VIC 3082",House,live,1651.0
6686,16063542,2500.0,4,3,3,$2500 Per Week,"24 Montalto Avenue, Toorak VIC 3142",House,live,15000.0
6687,16063537,400.0,2,1,1,$400 Weekly,"445 Geelong Road, Yarraville VIC 3013",House,live,1738.0
6688,16063531,410.0,3,2,2,$410,"14 Romeo Court, Mill Park VIC 3082",House,live,1782.0
6689,16063528,295.0,1,1,1,$295 per week,"7/130 Alexandra Street, St Kilda East VIC 3183",Apartment / Unit / Flat,recentlyUpdated,1280.0
6690,16063527,480.0,3,2,4,$480 per week,"20 Deutgam Street, Werribee VIC 3030",House,live,2086.0
6691,13248078,370.0,3,1,1,$370 per week,"13 BRANIGAN DRIVE, Kilmore VIC 3764",House,live,1608.0
6692,16063516,420.0,2,1,1,$420,"3/37 Fisher Street, Malvern East VIC 3145",Apartment / Unit / Flat,leased,1825.0
6693,16063499,1150.0,4,2,2,"$1,150pw/$4,997pcm","3 Ajana Street, Balwyn North VIC 3104",House,live,4997.0
6694,16063483,390.0,3,1,2,$390,"6 Lee Street, Deer Park VIC 3023",House,live,1695.0
6695,15338458,380.0,3,1,2,"$380 PW / $1,651 PCM","15 Norval Crescent, Coolaroo VIC 3048",House,live,1651.0
6696,15866870,420.0,2,1,1,$420,"3/1587 Point Nepean Road, Capel Sound VIC 3940",Apartment / Unit / Flat,live,1825.0
6697,16063489,395.0,2,1,1,$395 per week,"7/334-339 Station Street, Chelsea VIC 3196",Apartment / Unit / Flat,live,1717.0
6698,16063486,370.0,1,1,1,$370 per week,"1/108 Hotham Street, St Kilda East VIC 3183",Apartment / Unit / Flat,live,1610.0
6699,14989099,410.0,2,1,1,$410 per week,"16F/54 La Scala Avenue, Maribyrnong VIC 3032",Apartment / Unit / Flat,live,1782.0
6700,16063464,330.0,3,1,2,$330 Per week,"30 Parrakeet Road, Werribee VIC 3030",House,live,1433.0
6701,15291696,460.0,4,2,2,$460,"10 Fantail Street, Winter Valley VIC 3358",House,live,1999.0
6702,16063451,310.0,1,1,1,$310 weekly,"10/18 Gerald Street, Murrumbeena VIC 3163",Apartment / Unit / Flat,live,1347.0
6703,16063448,340.0,3,1,2,$340 per week / $1473 per month,"31 Morshead Street, Melton South VIC 3338",House,live,1473.0
6704,16063444,350.0,1,1,0,$350.00,"10/K7 High Street, Windsor VIC 3181",Apartment / Unit / Flat,live,1521.0
6705,16063442,330.0,2,1,1,$330,"9 Caddy Court,, Reservoir VIC 3073",House,live,1434.0
6706,16063439,545.0,3,1,1,$545pw/$2386pcm,"16 Melissa Street, Strathmore VIC 3041",House,live,2368.0
6707,16063438,500.0,2,1,2,$500 weekly,"1/29 The Avenue, Windsor VIC 3181",Apartment / Unit / Flat,recentlyUpdated,2173.0
6708,16063437,450.0,2,1,1,$450.00,"29/70 Church Street, Hawthorn VIC 3122",Apartment / Unit / Flat,live,1955.0
6709,13464486,420.0,3,1,2,$420 p/w,"3 Michael Court, Noble Park VIC 3174",House,live,1825.0
6710,16063432,500.0,2,2,1,$500,"503/9 Dryburgh Street, West Melbourne VIC 3003",Apartment / Unit / Flat,live,2173.0
6711,15710692,380.0,3,1,2,"$380 PW / $1,651 PCM","10 Coonamar street, Tullamarine VIC 3043",House,live,1651.0
6712,16063416,350.0,3,1,2,$350 per week,"2 Delatite Close, Epping VIC 3076",House,live,1521.0
6713,16063414,345.0,3,2,2,$345 p/w,"4/6-7 Rose Court, Tatura VIC 3616",Townhouse,live,1499.0
6714,16063404,450.0,4,2,2,$450.00 per week,"314 Cuthberts Road, Lucas VIC 3350",House,live,1950.0
6715,16063397,400.0,2,1,1,$400,"3/20 Neville Street, Keilor East VIC 3033",Apartment / Unit / Flat,live,1733.0
6716,16063393,395.0,2,2,1,$395 pw,"101B/1091 Plenty Road, Bundoora VIC 3083",Apartment / Unit / Flat,live,1716.0
6717,13184110,460.0,3,2,1,$460 per Week,"2/10 Westley Street, Ferntree Gully VIC 3156",House,live,2042.0
6718,16063383,420.0,3,1,0,$420 per week,"13 Gumbowie Avenue, Clifton Springs VIC 3222",House,live,1820.0
6719,16063382,330.0,2,1,1,$330,"3/3 Graham Street, Wonthaggi VIC 3995",Apartment / Unit / Flat,live,1433.0
6720,16063375,420.0,2,1,1,$420 per week,"3/46 Elsey Road, Reservoir VIC 3073",Apartment / Unit / Flat,live,1825.0
6721,16063366,625.0,2,1,1,$625.00,"7/35 Powlett Street, East Melbourne VIC 3002",Apartment / Unit / Flat,leased,2716.0
6722,16052469,385.0,1,1,1,$385 weekly,"317/157 Fitzroy St, St Kilda VIC 3182",Apartment / Unit / Flat,live,1673.0
6723,16063355,550.0,3,2,0,$550 per week,"601A Keilor Road, Niddrie VIC 3042",Apartment / Unit / Flat,live,2390.0
6724,16063351,380.0,3,2,1,$380,"10 Sahara Way, Truganina VIC 3029",House,live,1651.0
6725,16063348,480.0,2,1,0,$480pw,"47 Bellairs Avenue, Yarraville VIC 3013",Townhouse,live,2086.0
6726,16063347,380.0,3,1,2,"$380pw / $1,651pcm","32 Thornton Avenue, Bundoora VIC 3083",House,live,1641.0
6727,16063345,880.0,4,1,0,$880.00,"690 Canning Street, Carlton North VIC 3054",House,live,3824.0
6728,16063344,600.0,3,2,2,$600,"5/4-6 Zealandia Road East, Croydon North VIC 3136",House,leased,2600.0
6729,16063339,500.0,5,2,2,$500,"11 Grenda Drive, Mill Park VIC 3082",House,live,2173.0
6730,16063337,495.0,3,2,1,$495 pw,"1/508 Blackburn Road, Doncaster East VIC 3109",Townhouse,live,2151.0
6731,16063336,410.0,2,1,1,$410 per week,"8 Sheahans Road, Templestowe Lower VIC 3107",House,live,1782.0
6732,16063317,450.0,3,2,2,$450 per week,"17 Kasem Drive, Werribee VIC 3030",House,live,1955.0
6733,16063314,440.0,3,1,2,$440.00 pw,"18 Montgomery Street, Heidelberg Heights VIC 3081",House,live,1912.0
6734,16063308,440.0,2,2,1,$440,"105/801 Centre Road, Bentleigh East VIC 3165",Apartment / Unit / Flat,live,1912.0
6735,16063304,575.0,4,1,0,$575,"20 Seabeach Parade, North Shore VIC 3214",House,live,2498.0
6736,16063299,400.0,3,2,2,$400 per week,"47 Painted Hills Road, Doreen VIC 3754",Townhouse,live,1738.0
6737,16063297,385.0,1,1,1,$385 pw,"4/28 Raleigh Street, Prahran VIC 3181",Apartment / Unit / Flat,live,1673.0
6738,16063296,475.0,2,1,1,$475pw,"11/30 Murphy Street, South Yarra VIC 3141",Apartment / Unit / Flat,live,2064.0
6739,16063292,595.0,2,1,1,$595per week,"52A Burrindi Road, Caulfield South VIC 3162",House,live,2585.0
6740,16063290,400.0,2,1,2,$400 per week,"36 Murray-Anderson Road, Rosebud VIC 3939",House,live,1738.0
6741,16063291,600.0,4,2,2,$600,"547 Horsham Noradjuha Road, Horsham VIC 3400",House,live,2607.0
6742,14600343,290.0,1,1,1,$290.00 per week,"15/60 Arthur St, South Yarra VIC 3141",Apartment / Unit / Flat,live,1256.0
6743,16063278,330.0,2,1,1,$330.00 per week,"1/137 Greaves Street, Werribee VIC 3030",Apartment / Unit / Flat,live,1433.0
6744,16063276,450.0,4,2,2,$450,"14 Jefferson Avenue, Cranbourne North VIC 3977",House,live,1956.0
6745,16063269,350.0,3,1,2,$350.00,"2 Lisabritt Court, Mount Martha VIC 3934",House,live,1521.0
6746,16063263,370.0,3,1,1,$370 per week,"804 Tress Street, Mount Pleasant VIC 3350",House,live,1604.0
6747,16063262,350.0,3,1,2,$350.00,"17 Gunnedah Street, Albion VIC 3020",House,recentlyUpdated,1521.0
6748,16063261,670.0,2,2,2,$670 per week,"202/1565 Malvern Road, Glen Iris VIC 3146",Apartment / Unit / Flat,live,2911.0
6749,16063258,400.0,4,2,2,$400 per week,"31 Charles Street, Wallan VIC 3756",House,live,1738.0
6750,16063256,470.0,4,2,2,$470 Per Week,"8 Sunline Street, Drouin VIC 3818",House,live,2043.0
6751,16063247,690.0,3,2,0,$690pw $2998pcm,"32 Harmony Road, Ascot Vale VIC 3032",Townhouse,live,2998.0
6752,16063246,340.0,3,1,1,$340.00 per week,"1 Masters Street, Dandenong VIC 3175",House,live,1477.0
6753,16063235,295.0,2,1,0,$295 per week,"12A/310 Bangerang Road, Echuca Village VIC 3564",Apartment / Unit / Flat,live,1180.0
6754,16063227,450.0,4,2,2,$450 PW / AVAIL. 07.10.22,"6 Stonehaven Road, Traralgon VIC 3844",House,live,1955.0
6755,16063226,440.0,2,1,1,$440,"402/6 Station St, Moorabbin VIC 3189",Apartment / Unit / Flat,live,1906.0
6756,16063217,400.0,1,1,1,$400 Per Week,"118/20 Camberwell Road, Hawthorn East VIC 3123",Apartment / Unit / Flat,recentlyUpdated,1738.0
6757,16063216,390.0,3,2,2,$390 pw,"22 Featherpark Way, Craigieburn VIC 3064",Townhouse,live,1690.0
6758,16063213,250.0,2,1,1,$250 Per Week,"2/4 Eulinga Drive, Mildura VIC 3500",Apartment / Unit / Flat,live,1082.0
6759,16063201,265.0,1,1,0,$265 pw,"4/2 Selwyn Avenue, Elwood VIC 3184",Apartment / Unit / Flat,live,1151.0
6760,16063181,380.0,3,1,2,$380 per week,"99 Derby Drive, Epping VIC 3076",House,live,1651.0
6761,16063180,485.0,4,1,2,$485,"147 Henry Street, Greensborough VIC 3088",House,live,2107.0
6762,16063179,410.0,2,1,1,$410 weekly,"3/4 Orrong Road, Elsternwick VIC 3185",Apartment / Unit / Flat,live,1782.0
6763,16063171,380.0,3,2,2,$380,"5/2-10 Creekwood drive, Craigieburn VIC 3064",House,live,1651.0
6764,15197998,340.0,2,1,1,$340,"1/4 Newton Street, Thomastown VIC 3074",Apartment / Unit / Flat,live,1477.0
6765,16063170,600.0,2,2,1,$600pw - Spacious! S/cage!,"708/39 Coventry Street, Southbank VIC 3006",Apartment / Unit / Flat,live,2607.0
6766,16063164,450.0,3,2,1,$450,"3/30 Heyington Crescent, Noble Park North VIC 3174",Townhouse,live,1955.0
6767,13973849,380.0,3,1,1,$380 per week,"4/3 Alexander Court, Broadmeadows VIC 3047",Villa,live,1652.0
6768,16063159,380.0,3,1,1,$380 pw,"1/17 Spring Gully Road, Quarry Hill VIC 3550",House,live,1520.0
6769,16063158,450.0,3,1,0,$450,"1 Disraeli Grove, Pascoe Vale South VIC 3044",House,live,1950.0
6770,16063154,520.0,3,1,0,$520 per week,"17 Burnett Street, Mitcham VIC 3132",House,live,2260.0
6771,16063147,325.0,2,1,2,$325,"25 Mahogany Drive, Mildura VIC 3500",House,live,1300.0
6772,16063145,450.0,4,2,2,$450.00 per week,"22 Palmer Avenue, Point Cook VIC 3030",House,live,1955.0
6773,16063144,495.0,2,1,1,$495.00,"3/20 Epsom Road, Ascot Vale VIC 3032",Townhouse,live,2151.0
6774,16063140,660.0,3,1,1,$660.00,"1/178 Lower Heidelberg Road, Ivanhoe East VIC 3079",House,live,2868.0
6775,16063136,480.0,3,1,2,$480pw/$2086pcm,"19 Vickers Avenue, Strathmore Heights VIC 3041",House,live,2086.0
6776,16063133,580.0,3,2,1,$580.00,"4/88 Grandview Grove, Rosanna VIC 3084",Apartment / Unit / Flat,recentlyUpdated,2520.0
6777,15426148,440.0,2,2,1,$440 per week,"614/5 Olive York Way, Brunswick West VIC 3055",Apartment / Unit / Flat,live,1825.0
6778,16063129,380.0,2,1,0,$380 per week,"4/9 Findlay Street, Cowes VIC 3922",Apartment / Unit / Flat,live,1652.0
6779,12708064,380.0,2,1,1,$380 Per Week,"2 Tanika Walk, Epping VIC 3076",Townhouse,live,1651.0
6780,16063123,390.0,2,1,0,$390 pw - Save Time View Our 3D Tour & Apply,"2/72 Victoria Street, Brunswick East VIC 3057",Apartment / Unit / Flat,live,1695.0
6781,16063117,650.0,2,1,1,$650.00,"10 Lydia Street, Brunswick VIC 3056",House,live,2824.0
6782,16063116,520.0,2,1,0,$520 pw,"53 Duke Street, Windsor VIC 3181",House,live,2260.0
6783,15748425,540.0,3,2,1,$540,"67 Jetty Road, Rosebud VIC 3939",House,live,2346.0
6784,16063109,430.0,3,2,1,$430 Per Week - $1868 Per Calendar Mont h,"13/40 Gorge Road, South Morang VIC 3752",House,leased,1868.0
6785,16063106,500.0,3,1,2,$500pw,"36 Ronald Road, Croydon VIC 3136",House,live,2173.0
6786,16063103,330.0,3,1,2,$330.00 pw,"2/11 Memorial Avenue, Epping VIC 3076",House,live,1434.0
6787,16063088,350.0,2,1,1,$350 per week,"15/18 Lernes Street, Forest Hill VIC 3131",House,live,1521.0
6788,16063084,500.0,4,2,2,$500 per week,"36 Middleton Road, Armstrong Creek VIC 3217",House,live,2173.0
6789,16063062,500.0,4,2,2,$500 p.w.,"24 Keskadale Way, Clyde North VIC 3978",House,live,2216.0
6790,12933490,280.0,3,1,0,$280,"65 High Street, Eaglehawk VIC 3556",House,live,1216.0
6791,16063055,490.0,3,2,2,$490 per week,"5/42 Liege Avenue, Noble Park VIC 3174",Townhouse,live,2129.0
6792,16063029,360.0,1,1,1,$360,"9/33 Charnwood Road, St Kilda VIC 3182",Apartment / Unit / Flat,live,1564.0
6793,16063052,395.0,2,1,1,$395 per week,"107/3 Dixon Street, Clayton VIC 3168",Apartment / Unit / Flat,live,1716.0
6794,12153006,470.0,2,1,1,$470.00 per week,"2/6 Carlyle Street, Hawthorn East VIC 3123",Apartment / Unit / Flat,live,2042.0
6795,16063016,390.0,2,1,2,$390 per week,"56 Davies Street, Altona VIC 3018",Apartment / Unit / Flat,live,1695.0
6796,16063009,410.0,4,2,2,$410 per week / $1777 per month,"60 Alabaster Avenue, Cobblebank VIC 3338",House,live,1777.0
6797,16063007,395.0,2,1,1,$395 per week,"2/21 Melbourne Avenue, Glenroy VIC 3046",Apartment / Unit / Flat,live,1716.0
6798,15140364,485.0,3,1,2,$485,"6/137 Warrandyte Road, Ringwood North VIC 3134",House,live,2100.0
6799,15402197,480.0,3,2,1,$480,"18/131 Parker Street, Templestowe VIC 3106",House,live,2086.0
6800,16062991,480.0,3,2,6,$480 per week | LEASED,"33 Monkhouse Drive, Endeavour Hills VIC 3802",House,live,2086.0
6801,16062988,390.0,3,1,2,$390.00,"1 West Court, Glen Waverley VIC 3150",House,live,1695.0
6802,16062984,360.0,2,1,1,$360.00 pw,"4/6-8 Murray Court, Cranbourne VIC 3977",Apartment / Unit / Flat,live,1564.0
6803,16062979,410.0,2,1,1,$410 pw,"2/17 Green Street, Ivanhoe VIC 3079",Apartment / Unit / Flat,live,1782.0
6804,16062975,600.0,2,2,1,$600 weekly,"108/3 Victoria Street, Windsor VIC 3181",Apartment / Unit / Flat,live,2607.0
6805,16062969,400.0,2,2,1,$400.00pw/1738.00pcm,"4/8 Murrell Street, Glenroy VIC 3046",Townhouse,live,1738.0
6806,16062967,350.0,3,1,3,$350 pw,"38 Helen Street, St Albans VIC 3021",House,live,1520.0
6807,16062966,530.0,3,2,1,$530.00,"2/17 Kirstina Road, Glen Waverley VIC 3150",House,live,2303.0
6808,16062965,420.0,3,2,1,$420 p.w.,"8/19 Robin Drive, Carrum Downs VIC 3201",Townhouse,live,1825.0
6809,16062962,760.0,2,2,2,$760.00,"26A Loyola Grove, Burnley VIC 3121",Townhouse,live,3302.0
6810,16062958,480.0,3,2,1,"$480 PW / $2,086 PCM","18 Coupling Way, Glenroy VIC 3046",Townhouse,live,2086.0
6811,16062957,400.0,4,1,2,$400.00,"40 Shannon Avenue, Geelong West VIC 3218",House,live,1738.0
6812,16062956,470.0,2,1,1,$470,"1522/850 Whitehorse Road, Box Hill VIC 3128",Apartment / Unit / Flat,live,2042.0
6813,16062955,1250.0,5,2,5,"$1,250 per week","3 Raymond Grv, Caulfield South VIC 3162",House,live,5432.0
6814,15297639,460.0,4,2,2,$460 Per Week,"15 Wendy Way, Pakenham VIC 3810",House,live,1999.0
6815,16062948,415.0,3,1,4,$415.00,"56 Wellington Road, Clayton VIC 3168",House,live,1803.0
6816,16062938,500.0,2,1,1,$500.00,"6/31 Abinger Street, Richmond VIC 3121",Apartment / Unit / Flat,live,2173.0
6817,16062929,285.0,3,1,1,$285,"21 Rivergum Court, North Bendigo VIC 3550",Townhouse,live,1235.0
6818,16062922,420.0,1,1,1,$420,"320/3 Hoddle Street, Collingwood VIC 3066",Apartment / Unit / Flat,live,1825.0
6819,16062921,320.0,3,1,1,$320 pw,"44 Derwent Drive, Long Gully VIC 3550",House,live,1386.0
6820,16062919,260.0,2,1,1,$260,"2/1 Sturt Street, Cobram VIC 3644",Apartment / Unit / Flat,live,1130.0
6821,16062902,480.0,3,1,2,"$480pw / $2,085pcm","24 Rosenthal Crescent, Reservoir VIC 3073",House,live,2085.0
6822,16062896,460.0,4,2,2,$460 per week,"21 Murnong street, Leopold VIC 3224",House,live,1999.0
6823,16062894,400.0,1,1,1,$400 per week,"307/106-112 Queensberry Street, Carlton VIC 3053",Apartment / Unit / Flat,live,1738.0
6824,16062887,685.0,5,2,2,$685,"28 Huntingfield Drive, Doncaster East VIC 3109",House,live,2976.0
6825,16062874,420.0,3,2,2,$420,"56 Leopold Crescent, Hampton Park VIC 3976",House,live,1826.0
6826,16062873,445.0,3,2,2,$445 per week,"34 Precinct Walk, Clyde North VIC 3978",House,live,1934.0
6827,16062869,270.0,2,1,1,$270,"5/67 Wellington Road, Portland VIC 3305",Apartment / Unit / Flat,live,1170.0
6828,16062851,795.0,3,1,4,$795,"2 Riverside Avenue, Balwyn North VIC 3104",House,live,3455.0
6829,16062842,270.0,2,1,1,$270.00 per week,"6/471 San Mateo Avenue, Mildura VIC 3500",Apartment / Unit / Flat,live,1173.0
6830,14354487,750.0,3,2,1,$750/w,"503/999 Whitehorse Road, Box Hill VIC 3128",Apartment / Unit / Flat,live,3258.0
6831,16062825,930.0,4,2,2,$930,"15a Winmalee Road, Balwyn VIC 3103",House,live,4041.0
6832,16062814,600.0,5,3,2,$600 per week,"21 Torrington Street, Point Cook VIC 3030",House,live,2608.0
6833,16062806,2000.0,6,3,2,"$2,000","156 Highfield Road, Camberwell VIC 3124",House,recentlyUpdated,8690.0
6834,16062759,450.0,4,2,2,$450.00 per week,"12 Bursaria Street, Jackass Flat VIC 3556",House,live,1955.0
6835,14488107,450.0,1,1,0,$450/week,"6207/568 Collins Street, Melbourne VIC 3000",Apartment / Unit / Flat,live,1955.0
